UI/class_UI,,Psychiatry and Psychology (MeSH Category),class,False,False,False,False,False,False,False,
UI/U000014,,Psychiatry and Psychology (MeSH Category),Psychiatry and Psychology (MeSH Category),False,False,False,False,False,False,False,
UI/D001520,,Psychiatry and Psychology (MeSH Category),Behavior and Behavior Mechanisms,False,False,False,False,False,False,False,
UI/D001523,,Psychiatry and Psychology (MeSH Category),Mental Disorders,False,False,False,False,False,False,False,
UI/D004191,,Psychiatry and Psychology (MeSH Category),Behavioral Disciplines and Activities,False,False,False,False,False,False,False,
UI/D011579,,Psychiatry and Psychology (MeSH Category),Psychological Phenomena,False,False,False,False,False,False,False,
UI/D000083623,,Psychiatry and Psychology (MeSH Category),Psychosocial Functioning,False,False,False,False,False,False,False,
UI/D000223,,Psychiatry and Psychology (MeSH Category),"Adaptation, Psychological",False,False,False,False,False,False,False,
UI/D001290,,Psychiatry and Psychology (MeSH Category),Attitude,False,False,False,False,False,False,False,
UI/D001519,,Psychiatry and Psychology (MeSH Category),Behavior,False,False,False,False,False,False,False,
UI/D002668,,Psychiatry and Psychology (MeSH Category),Child Rearing,False,False,False,False,False,False,False,
UI/D003674,,Psychiatry and Psychology (MeSH Category),Defense Mechanisms,False,False,False,False,False,False,False,
UI/D004644,,Psychiatry and Psychology (MeSH Category),Emotions,False,False,False,False,False,False,False,
UI/D006803,,Psychiatry and Psychology (MeSH Category),Human Development,False,False,False,False,False,False,False,
UI/D009042,,Psychiatry and Psychology (MeSH Category),Motivation,False,False,False,False,False,False,False,
UI/D010551,,Psychiatry and Psychology (MeSH Category),Personality,False,False,False,False,False,False,False,
UI/D011593,,Psychiatry and Psychology (MeSH Category),"Psychology, Social",False,False,False,False,False,False,False,
UI/D013695,,Psychiatry and Psychology (MeSH Category),Temperance,False,False,False,False,False,False,False,
UI/D016743,,Psychiatry and Psychology (MeSH Category),Mental Competency,False,False,False,False,False,False,False,
UI/D019954,,Psychiatry and Psychology (MeSH Category),Neurobehavioral Manifestations,False,False,False,False,False,False,False,
UI/D040821,,Psychiatry and Psychology (MeSH Category),Human Characteristics,False,False,False,False,False,False,False,
UI/D000066498,,Psychiatry and Psychology (MeSH Category),Emotional Adjustment,False,False,False,False,False,False,False,
UI/D000078002,,Psychiatry and Psychology (MeSH Category),"Posttraumatic Growth, Psychological",False,False,False,False,False,False,False,
UI/D009949,,Psychiatry and Psychology (MeSH Category),Orientation,False,False,False,False,False,False,False,
UI/D030141,,Psychiatry and Psychology (MeSH Category),"Feedback, Psychological",False,False,False,False,False,False,False,
UI/D060685,,Psychiatry and Psychology (MeSH Category),Sense of Coherence,False,False,False,False,False,False,False,
UI/D000073859,,Psychiatry and Psychology (MeSH Category),Survivorship,False,False,False,False,False,False,False,
UI/D000072458,,Psychiatry and Psychology (MeSH Category),"Orientation, Spatial",False,False,False,False,False,False,False,
UI/D000071442,,Psychiatry and Psychology (MeSH Category),Taxis Response,False,False,False,False,False,False,False,
UI/D000071444,,Psychiatry and Psychology (MeSH Category),Phototaxis,False,False,False,False,False,False,False,
UI/D002633,,Psychiatry and Psychology (MeSH Category),Chemotaxis,False,False,False,False,False,False,False,
UI/D004924,,Psychiatry and Psychology (MeSH Category),Escape Reaction,False,False,False,False,False,False,False,
UI/D002634,,Psychiatry and Psychology (MeSH Category),"Chemotaxis, Leukocyte",False,False,False,False,False,False,False,
UI/D036904,,Psychiatry and Psychology (MeSH Category),Leukocyte Rolling,False,False,False,False,False,False,False,
